measurement_id	cctld	nameserver	target	query_argument	nsid_raw	count	classification_status	city	country_code	region_class	classification_confidence	classification_method	matched_rule_priority	matched_rule_pattern	classification_note
173811466	.de	n.de.net	194.146.107.6	de.	s3.lux	1	classified	Luxembourg	LU	EU	high	regex	90	^s[23]\.lux$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.mex	1	classified	Mexico City	MX	Other non EU	high	regex	90	^s[23]\.mex$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.mix	4	classified	Milan	IT	EU	medium	regex	90	^s[23]\.mix$	Milan exchange style label
173811466	.de	n.de.net	194.146.107.6	de.	s3.rix	1	classified	Riga	LV	EU	high	regex	90	^s[23]\.rix$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.rox	5	classified	Bucharest	RO	EU	medium	regex	90	^s[23]\.rox$	Romanian exchange style label
173811466	.de	n.de.net	194.146.107.6	de.	s3.sof	6	classified	Sofia	BG	EU	high	regex	90	^s[23]\.sof$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.stm	1	classified	Stockholm	SE	EU	medium	regex	90	^s[23]\.stm$	Stockholm style label
173811466	.de	n.de.net	194.146.107.6	de.	s3.sto	4	classified	Stockholm	SE	EU	high	regex	90	^s[23]\.sto$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.tll	3	classified	Tallinn	EE	EU	high	regex	90	^s[23]\.tll$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.tok	1	classified	Tokyo	JP	Other non EU	high	regex	90	^s[23]\.tok$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.vno	4	classified	Vilnius	LT	EU	high	regex	90	^s[23]\.vno$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.wie	3	classified	Vienna	AT	EU	medium	regex	90	^s[23]\.wie$	Wien style label
173811466	.de	n.de.net	194.146.107.6	de.	s3.yvr	7	classified	Vancouver	CA	Other non EU	high	regex	90	^s[23]\.yvr$	City code in shared operator label
173811466	.de	n.de.net	194.146.107.6	de.	s3.zrh	4	classified	Zurich	CH	CH	high	regex	90	^s[23]\.zrh$	City code in shared operator label
173811467	.de	z.nic.de	194.246.96.1	de.	ns-1.de.cn1.bind	2	classified		CN	Other non EU	high	regex	60	^ns-[0-9]+\.de\.cn[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns-1.de.de2.knot	31	classified		DE	EU	high	regex	60	^ns-[0-9]+\.de\.de[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns-2.de.cn1.bind	1	classified		CN	Other non EU	high	regex	60	^ns-[0-9]+\.de\.cn[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns-2.de.de2.knot	30	classified		DE	EU	high	regex	60	^ns-[0-9]+\.de\.de[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns.de.ae1.bind	2	classified		AE	Other non EU	high	regex	60	^ns\.de\.ae[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns.de.fr2.bind	6	classified		FR	EU	high	regex	60	^ns\.de\.fr[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns.de.in1.bind	1	classified		IN	Other non EU	high	regex	60	^ns\.de\.in[0-9]+\.	DENIC country code in NSID
173811467	.de	z.nic.de	194.246.96.1	de.	ns.de.pl1.bind	5	classified		PL	EU	high	regex	60	^ns\.de\.pl[0-9]+\.	DENIC country code in NSID
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.ams.nic.fr	9	classified	Amsterdam	NL	EU	high	regex	70	^dns\.ams\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.fra.nic.fr	15	classified	Frankfurt	DE	EU	high	regex	70	^dns\.fra\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.lil.nic.fr	3	classified	Lille	FR	EU	high	regex	70	^dns\.lil\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.lon.nic.fr	2	classified	London	GB	UK	high	regex	70	^dns\.lon\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.mrs.nic.fr	2	classified	Marseille	FR	EU	high	regex	70	^dns\.mrs\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.nyc.nic.fr	21	classified	New York	US	Other non EU	high	regex	70	^dns\.nyc\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.prg.nic.fr	6	classified	Prague	CZ	EU	high	regex	70	^dns\.prg\.nic\.fr$	Explicit AFNIC city code
173811468	.fr	d.nic.fr	194.0.9.1	fr.	dns.th2.nic.fr	20	classified	Paris	FR	EU	medium	regex	70	^dns\.th2\.nic\.fr$	Telehouse Paris style facility code
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.amx	4	classified	Amsterdam	NL	EU	medium	regex	90	^s[23]\.amx$	Shared operator short location label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.bah	2	classified	Manama	BH	Other non EU	high	regex	90	^s[23]\.bah$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.bnx	6	classified	Brussels	BE	EU	medium	regex	90	^s[23]\.bnx$	BNIX or Brussels style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.bts	2	classified	Bratislava	SK	EU	high	regex	90	^s[23]\.bts$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.cdg	1	classified	Paris	FR	EU	high	regex	90	^s[23]\.cdg$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.cmx	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.del	1	classified	Delhi	IN	Other non EU	high	regex	90	^s[23]\.del$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.dex	8	classified	Frankfurt	DE	EU	medium	regex	90	^s[23]\.dex$	DE CIX style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.fix	1	classified	Helsinki	FI	EU	medium	regex	90	^s[23]\.fix$	Finnish exchange style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.hel	1	classified	Helsinki	FI	EU	high	regex	90	^s[23]\.hel$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.jak	2	classified	Jakarta	ID	Other non EU	high	regex	90	^s[23]\.jak$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.lju	3	classified	Ljubljana	SI	EU	high	regex	90	^s[23]\.lju$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.lon	2	classified	London	GB	UK	high	regex	90	^s[23]\.lon$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.lux	1	classified	Luxembourg	LU	EU	high	regex	90	^s[23]\.lux$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.mex	1	classified	Mexico City	MX	Other non EU	high	regex	90	^s[23]\.mex$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.mix	4	classified	Milan	IT	EU	medium	regex	90	^s[23]\.mix$	Milan exchange style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.rix	1	classified	Riga	LV	EU	high	regex	90	^s[23]\.rix$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.rox	5	classified	Bucharest	RO	EU	medium	regex	90	^s[23]\.rox$	Romanian exchange style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.sof	6	classified	Sofia	BG	EU	high	regex	90	^s[23]\.sof$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.stm	2	classified	Stockholm	SE	EU	medium	regex	90	^s[23]\.stm$	Stockholm style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.sto	3	classified	Stockholm	SE	EU	high	regex	90	^s[23]\.sto$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.tll	3	classified	Tallinn	EE	EU	high	regex	90	^s[23]\.tll$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.tok	1	classified	Tokyo	JP	Other non EU	high	regex	90	^s[23]\.tok$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.vno	4	classified	Vilnius	LT	EU	high	regex	90	^s[23]\.vno$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.wie	3	classified	Vienna	AT	EU	medium	regex	90	^s[23]\.wie$	Wien style label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.yvr	7	classified	Vancouver	CA	Other non EU	high	regex	90	^s[23]\.yvr$	City code in shared operator label
173811469	.fr	f.ext.nic.fr	194.146.106.46	fr.	s2.zrh	3	classified	Zurich	CH	CH	high	regex	90	^s[23]\.zrh$	City code in shared operator label
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.ams.pch	3	classified	Amsterdam	NL	EU	high	regex	80	^[0-9]+\.ams\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.ath.pch	1	classified	Athens	GR	EU	high	regex	80	^[0-9]+\.ath\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.bru.pch	1	classified	Brussels	BE	EU	high	regex	80	^[0-9]+\.bru\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.bts.pch	1	classified	Bratislava	SK	EU	high	regex	80	^[0-9]+\.bts\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.bud.pch	2	classified	Budapest	HU	EU	high	regex	80	^[0-9]+\.bud\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.cdg.pch	4	classified	Paris	FR	EU	high	regex	80	^[0-9]+\.cdg\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.fra.pch	2	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.ham.pch	1	classified	Hamburg	DE	EU	high	regex	80	^[0-9]+\.ham\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.lhr.pch	1	classified	London	GB	UK	high	regex	80	^[0-9]+\.lhr\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.lis.pch	1	classified	Lisbon	PT	EU	high	regex	80	^[0-9]+\.lis\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.lju.pch	2	classified	Ljubljana	SI	EU	high	regex	80	^[0-9]+\.lju\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.mad.pch	2	classified	Madrid	ES	EU	high	regex	80	^[0-9]+\.mad\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.rix.pch	3	classified	Riga	LV	EU	high	regex	80	^[0-9]+\.rix\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.skg.pch	2	classified	Thessaloniki	GR	EU	high	regex	80	^[0-9]+\.skg\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.sof.pch	1	classified	Sofia	BG	EU	high	regex	80	^[0-9]+\.sof\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.tmp.pch	1	classified	Tampere	FI	EU	high	regex	80	^[0-9]+\.tmp\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.trn.pch	1	classified	Turin	IT	EU	high	regex	80	^[0-9]+\.trn\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.vie.pch	3	classified	Vienna	AT	EU	high	regex	80	^[0-9]+\.vie\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.waw.pch	2	classified	Warsaw	PL	EU	high	regex	80	^[0-9]+\.waw2?\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	1.waw2.pch	1	classified	Warsaw	PL	EU	high	regex	80	^[0-9]+\.waw2?\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.ams.pch	1	classified	Amsterdam	NL	EU	high	regex	80	^[0-9]+\.ams\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.arn.pch	1	classified	Stockholm	SE	EU	high	regex	80	^[0-9]+\.arn\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.beg.pch	1	classified	Belgrade	RS	Other non EU	high	regex	80	^[0-9]+\.beg\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.bom2.pch	1	classified	Mumbai	IN	Other non EU	high	regex	80	^[0-9]+\.bom2\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.bru.pch	1	classified	Brussels	BE	EU	high	regex	80	^[0-9]+\.bru\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.bts.pch	3	classified	Bratislava	SK	EU	high	regex	80	^[0-9]+\.bts\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.bud.pch	1	classified	Budapest	HU	EU	high	regex	80	^[0-9]+\.bud\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.fra.pch	1	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.lju.pch	1	classified	Ljubljana	SI	EU	high	regex	80	^[0-9]+\.lju\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.mad.pch	1	classified	Madrid	ES	EU	high	regex	80	^[0-9]+\.mad\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.prg.pch	1	classified	Prague	CZ	EU	high	regex	80	^[0-9]+\.prg\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.sof.pch	2	classified	Sofia	BG	EU	high	regex	80	^[0-9]+\.sof\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.tmp.pch	2	classified	Tampere	FI	EU	high	regex	80	^[0-9]+\.tmp\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.waw.pch	2	classified	Warsaw	PL	EU	high	regex	80	^[0-9]+\.waw2?\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	2.zrh.pch	1	classified	Zurich	CH	CH	high	regex	80	^[0-9]+\.zrh\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	3.ams.pch	3	classified	Amsterdam	NL	EU	high	regex	80	^[0-9]+\.ams\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	3.arn.pch	1	classified	Stockholm	SE	EU	high	regex	80	^[0-9]+\.arn\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	3.fra.pch	2	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	4.ams.pch	2	classified	Amsterdam	NL	EU	high	regex	80	^[0-9]+\.ams\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	4.dub.pch	1	classified	Dublin	IE	EU	high	regex	80	^[0-9]+\.dub\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	5.ams.pch	2	classified	Amsterdam	NL	EU	high	regex	80	^[0-9]+\.ams\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	5.arn.pch	1	classified	Stockholm	SE	EU	high	regex	80	^[0-9]+\.arn\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	5.fra.pch	2	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	6.ams.pch	3	classified	Amsterdam	NL	EU	high	regex	80	^[0-9]+\.ams\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	6.fra.pch	1	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	7.arn.pch	2	classified	Stockholm	SE	EU	high	regex	80	^[0-9]+\.arn\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	7.fra.pch	1	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811470	.fr	g.ext.nic.fr	194.0.36.1	fr.	8.fra.pch	2	classified	Frankfurt	DE	EU	high	regex	80	^[0-9]+\.fra\.pch$	PCH city code
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-b-dns02.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-b-dns03.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cecolo-dns02.nic.cz	2	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cecolo-dns03.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cecolo-dns04.nic.cz	2	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cecolo-dns07.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-chile-02.nic.cz	1	classified		CL	Other non EU	medium	regex	100	^dns-chile-.+\.nic\.cz$	Chile infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cra-dns01.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cra-dns03.nic.cz	2	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cra-dns04.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cra-dns07.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cra-dns08.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-cra-dns10.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-decix-dns01.nic.cz	8	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-decix-dns02.nic.cz	13	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-decix-dns03.nic.cz	12	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-jinx-02.nic.cz	22	classified	Johannesburg	ZA	Other non EU	medium	regex	100	^dns-jinx-.+\.nic\.cz$	JINX infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-mix-01.nic.cz	1	classified	Milan	IT	EU	medium	regex	100	^dns-mix-.+\.nic\.cz$	Milan exchange infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-sixusa-dns01.nic.cz	3	classified		US	Other non EU	medium	regex	100	^dns-sixusa-.+\.nic\.cz$	SIX USA infrastructure hint
