measurement_id	cctld	nameserver	target	query_argument	nsid_raw	count	classification_status	city	country_code	region_class	classification_confidence	classification_method	matched_rule_priority	matched_rule_pattern	classification_note
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-sixusa-dns02.nic.cz	2	classified		US	Other non EU	medium	regex	100	^dns-sixusa-.+\.nic\.cz$	SIX USA infrastructure hint
173811471	.cz	a.ns.nic.cz	194.0.12.1	cz.	dns-vodafone-01.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-b-dns01.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-b-dns02.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-b-dns04.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cecolo-dns01.nic.cz	2	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cecolo-dns03.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cecolo-dns04.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cecolo-dns07.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cosmonova-01.nic.cz	10	classified	Prague	CZ	EU	medium	regex	100	^dns-cosmonova-.+\.nic\.cz$	Czech provider hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cra-dns02.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cra-dns04.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-cra-dns07.nic.cz	2	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-decix-dns01.nic.cz	7	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-decix-dns02.nic.cz	9	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-decix-dns03.nic.cz	10	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-icann-02.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-jinx-01.nic.cz	7	classified	Johannesburg	ZA	Other non EU	medium	regex	100	^dns-jinx-.+\.nic\.cz$	JINX infrastructure hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-netnod-01.nic.cz	14	classified	Stockholm	SE	EU	medium	regex	100	^dns-netnod-.+\.nic\.cz$	Netnod infrastructure hint
173811472	.cz	b.ns.nic.cz	194.0.13.1	cz.	dns-sgix-01.nic.cz	8	classified	Singapore	SG	Other non EU	medium	regex	100	^dns-sgix-.+\.nic\.cz$	SGIX infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-ixbr-01.nic.cz	2	classified		BR	Other non EU	medium	regex	100	^dns-ixbr-.+\.nic\.cz$	IX.br infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-jpnap-02.nic.cz	1	classified	Tokyo	JP	Other non EU	medium	regex	100	^dns-jpnap-.+\.nic\.cz$	JPNAP infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-linx-dns01.nic.cz	18	classified	London	GB	UK	medium	regex	100	^dns-linx-.+\.nic\.cz$	LINX infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-linx-dns02.nic.cz	13	classified	London	GB	UK	medium	regex	100	^dns-linx-.+\.nic\.cz$	LINX infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-linx-dns03.nic.cz	13	classified	London	GB	UK	medium	regex	100	^dns-linx-.+\.nic\.cz$	LINX infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-nixsk-01.nic.cz	5	classified	Bratislava	SK	EU	medium	regex	100	^dns-nixsk-.+\.nic\.cz$	NIX.SK infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-tmobile-01.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-vix-dns01.nic.cz	7	classified	Vienna	AT	EU	medium	regex	100	^dns-vix-.+\.nic\.cz$	Vienna Internet Exchange infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-vix-dns02.nic.cz	5	classified	Vienna	AT	EU	medium	regex	100	^dns-vix-.+\.nic\.cz$	Vienna Internet Exchange infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-vix-dns03.nic.cz	12	classified	Vienna	AT	EU	medium	regex	100	^dns-vix-.+\.nic\.cz$	Vienna Internet Exchange infrastructure hint
173811473	.cz	c.ns.nic.cz	194.0.14.1	cz.	dns-vodafone-01.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-b-dns01.nic.cz	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns01.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns02.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns03.nic.cz	2	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns04.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns05.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns06.nic.cz	2	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns07.nic.cz	2	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns08.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns09.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cecolo-dns10.nic.cz	1	classified	Vienna	AT	EU	medium	regex	100	^dns-cecolo-.+\.nic\.cz$	Austrian provider hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns01.nic.cz	2	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns02.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns04.nic.cz	1	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns05.nic.cz	2	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns06.nic.cz	2	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns07.nic.cz	2	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns08.nic.cz	4	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-cra-dns10.nic.cz	3	low_confidence	Prague	CZ	EU	low	regex	100	^dns-cra-.+\.nic\.cz$	Czech looking provider hint, excluded from main denominator
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-decix2-01.nic.cz	23	classified	Frankfurt	DE	EU	medium	regex	100	^dns-decix[0-9]?-.+\.nic\.cz$	DE CIX infrastructure hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-icann-01.nic.cz	3	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-linx-dns02.nic.cz	4	classified	London	GB	UK	medium	regex	100	^dns-linx-.+\.nic\.cz$	LINX infrastructure hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-linx-dns03.nic.cz	1	classified	London	GB	UK	medium	regex	100	^dns-linx-.+\.nic\.cz$	LINX infrastructure hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-sgix-02.nic.cz	15	classified	Singapore	SG	Other non EU	medium	regex	100	^dns-sgix-.+\.nic\.cz$	SGIX infrastructure hint
173811474	.cz	d.ns.nic.cz	193.29.206.1	cz.	dns-sixusa-dns01.nic.cz	1	classified		US	Other non EU	medium	regex	100	^dns-sixusa-.+\.nic\.cz$	SIX USA infrastructure hint
173811475	.at	j.ns.at	194.146.106.50	at.	s2.amx	4	classified	Amsterdam	NL	EU	medium	regex	90	^s[23]\.amx$	Shared operator short location label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.bah	2	classified	Manama	BH	Other non EU	high	regex	90	^s[23]\.bah$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.bnx	6	classified	Brussels	BE	EU	medium	regex	90	^s[23]\.bnx$	BNIX or Brussels style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.bts	2	classified	Bratislava	SK	EU	high	regex	90	^s[23]\.bts$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.cdg	1	classified	Paris	FR	EU	high	regex	90	^s[23]\.cdg$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.cmx	1	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811475	.at	j.ns.at	194.146.106.50	at.	s2.del	1	classified	Delhi	IN	Other non EU	high	regex	90	^s[23]\.del$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.dex	8	classified	Frankfurt	DE	EU	medium	regex	90	^s[23]\.dex$	DE CIX style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.fix	1	classified	Helsinki	FI	EU	medium	regex	90	^s[23]\.fix$	Finnish exchange style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.hel	1	classified	Helsinki	FI	EU	high	regex	90	^s[23]\.hel$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.jak	2	classified	Jakarta	ID	Other non EU	high	regex	90	^s[23]\.jak$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.lju	3	classified	Ljubljana	SI	EU	high	regex	90	^s[23]\.lju$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.lnx	1	classified	London	GB	UK	medium	regex	90	^s[23]\.lnx$	LINX shorthand
173811475	.at	j.ns.at	194.146.106.50	at.	s2.lon	1	classified	London	GB	UK	high	regex	90	^s[23]\.lon$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.lux	1	classified	Luxembourg	LU	EU	high	regex	90	^s[23]\.lux$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.mex	1	classified	Mexico City	MX	Other non EU	high	regex	90	^s[23]\.mex$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.mix	4	classified	Milan	IT	EU	medium	regex	90	^s[23]\.mix$	Milan exchange style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.rix	1	classified	Riga	LV	EU	high	regex	90	^s[23]\.rix$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.rox	5	classified	Bucharest	RO	EU	medium	regex	90	^s[23]\.rox$	Romanian exchange style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.sof	6	classified	Sofia	BG	EU	high	regex	90	^s[23]\.sof$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.stm	2	classified	Stockholm	SE	EU	medium	regex	90	^s[23]\.stm$	Stockholm style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.sto	3	classified	Stockholm	SE	EU	high	regex	90	^s[23]\.sto$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.tll	3	classified	Tallinn	EE	EU	high	regex	90	^s[23]\.tll$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.tok	1	classified	Tokyo	JP	Other non EU	high	regex	90	^s[23]\.tok$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.vno	4	classified	Vilnius	LT	EU	high	regex	90	^s[23]\.vno$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.wie	3	classified	Vienna	AT	EU	medium	regex	90	^s[23]\.wie$	Wien style label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.yvr	7	classified	Vancouver	CA	Other non EU	high	regex	90	^s[23]\.yvr$	City code in shared operator label
173811475	.at	j.ns.at	194.146.106.50	at.	s2.zrh	3	classified	Zurich	CH	CH	high	regex	90	^s[23]\.zrh$	City code in shared operator label
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-ams1	2	classified	Amsterdam	NL	EU	high	regex	30	^tld-all-ams[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-amx1@53010	4	classified	Amsterdam	NL	EU	medium	regex	30	^tld-all-amx[0-9](?:@.*)?$	AMX interpreted as Amsterdam exchange style label
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-ber1@53010	1	classified	Berlin	DE	EU	high	regex	30	^tld-all-ber[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-blr1@53010	1	classified	Bengaluru	IN	Other non EU	high	regex	30	^tld-all-blr[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-buc1@53010	6	classified	Bucharest	RO	EU	high	regex	30	^tld-all-buc[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-bud1@53010	3	classified	Budapest	HU	EU	high	regex	30	^tld-all-bud[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-fam1@53010	10	classified	Frankfurt	DE	EU	medium	regex	30	^tld-all-fam[0-9](?:@.*)?$	Frankfurt am Main style label
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-gnf1@53010	1	classified	Geneva	CH	CH	medium	regex	30	^tld-all-gnf[0-9](?:@.*)?$	Geneva style label
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-lis1@53010	1	classified	Lisbon	PT	EU	high	regex	30	^tld-all-lis[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-lju1@53010	3	classified	Ljubljana	SI	EU	high	regex	30	^tld-all-lju[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-lon1@53010	1	classified	London	GB	UK	high	regex	30	^tld-all-lon[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-lux1@53010	1	classified	Luxembourg	LU	EU	high	regex	30	^tld-all-lux[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-mad1@53010	4	classified	Madrid	ES	EU	high	regex	30	^tld-all-mad[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-mel1@53010	1	classified	Melbourne	AU	Other non EU	high	regex	30	^tld-all-mel[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-mil1@53010	5	classified	Milan	IT	EU	high	regex	30	^tld-all-mil[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-par1@53010	4	classified	Paris	FR	EU	high	regex	30	^tld-all-par[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-prs1@53010	2	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-rig1	7	classified	Riga	LV	EU	high	regex	30	^tld-all-rig[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-sto1@53010	6	classified	Stockholm	SE	EU	high	regex	30	^tld-all-sto[0-9](?:@.*)?$	City code in tld-all NSID
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-tam1@53010	2	classified	Tampere	FI	EU	medium	regex	30	^tld-all-tam[0-9](?:@.*)?$	Tampere style label
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-vnn1@53010	10	classified	Vienna	AT	EU	medium	regex	30	^tld-all-vnn[0-9](?:@.*)?$	Vienna style label
173811476	.at	r.ns.at	194.0.25.10	at.	tld-all-waw1@53010	3	classified	Warsaw	PL	EU	high	regex	30	^tld-all-waw[0-9](?:@.*)?$	City code in tld-all NSID
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-BRA-06-at	2	unknown			Unknown	unknown				No defensible NSID mapping rule matched
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-FRA-05-at	18	classified	Frankfurt	DE	EU	high	regex	110	^id-02-FRA-[0-9]+-at$	Univie style explicit city code
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-IX-02-at	27	classified		AT	EU	medium	regex	110	^id-02-IX-[0-9]+-at$	IX likely local exchange style label, region only
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-LON-10-at	2	classified	London	GB	UK	high	regex	110	^id-02-LON-[0-9]+-at$	Univie style explicit city code
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-PRG-15-at	4	classified	Prague	CZ	EU	high	regex	110	^id-02-PRG-[0-9]+-at$	Univie style explicit city code
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-STO-03-at	7	classified	Stockholm	SE	EU	high	regex	110	^id-02-STO-[0-9]+-at$	Univie style explicit city code
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-STR-11-at	14	classified	Stuttgart	DE	EU	high	regex	110	^id-02-STR-[0-9]+-at$	Univie style explicit city code
173811477	.at	ns2.univie.ac.at	192.92.125.2	at.	id-02-SYD-16-at	3	classified	Sydney	AU	Other non EU	high	regex	110	^id-02-SYD-[0-9]+-at$	Univie style explicit city code
